-1388, 97, 515
-1373, 111, 497
-1348, 112, 467
-1302, 114, 477
-1264, 106, 485
-1209, 103, 448
-1155, 113, 392
-1090, 112, 343
-1042, 79, 324
-994, 55, 302
-994, 55, 302
-955, 56, 254
-913, 61, 215
-880, 56, 177
-868, 47, 143
-849, 45, 124
-849, 45, 124
-819, 55, 100
-806, 62, 101
-804, 64, 76
-812, 57, 51
-812, 57, 51
-821, 31, 65
-832, 17, 95
-825, 28, 103
-825, 28, 103
-,-,-
-986, 123, 209
-1023, 75, 211
-1031, 14, 249
-1031, 14, 249
-1025, 32, 285
-1054, 72, 248
-1083, 66, 248
-1069, 35, 268
-1058, 17, 316
-1059, 23, 286
-1032, 78, 268
-1032, 78, 268
-1005, 106, 281
-997, 56, 296
-1029, 21, 270
-1042, 49, 256
-1037, 71, 284
-1031, 34, 320
-1050, 15, 328
-1050, 15, 328
-1081, 49, 301
-1064, 79, 287
-1031, 70, 316
-1020, 59, 353
-1023, 85, 339
-1017, 111, 315
-1017, 97, 305
-1023, 65, 317
-1023, 65, 317
-1016, 40, 348
-1018, 38, 360
-1034, 44, 347
-1030, 50, 337
-1020, 61, 347
-1038, 91, 361
-1064, 129, 361
-1094, 116, 380
-1094, 116, 380
-1154, 76, 396
-1217, 80, 395
-1259, 94, 415
-1304, 77, 446
-1350, 59, 454
-1364, 71, 458
-1342, 94, 476
-1310, 106, 479
-1310, 106, 479
-1269, 123, 470
-1223, 141, 447
-1185, 136, 416
-1145, 122, 382
-1098, 119, 357
-1052, 106, 336
-1019, 109, 298
-981, 108, 263
-963, 82, 249
-966, 58, 231
-966, 58, 231
-958, 43, 223
-949, 17, 212
-946, 7, 182
-949, 36, 147
-949, 36, 147
-942, 32, 150
-949, -8, 168
-957, -1, 145
-942, 25, 120
-912, 26, 123
-912, 26, 123
-897, 6, 137
-898, 9, 120
-869, 22, 106
-833, 8, 103
-833, 8, 103
-798, -6, 125
-,-,-
-860, 0, 51
-870, 7, 63
-864, 20, 77
-877, -16, 126
-877, -16, 126
-922, -42, 181
-964, -8, 180
-955, 10, 164
-938, 0, 201
-963, -17, 257
-1023, 7, 246
-1023, 7, 246
-1037, 31, 224
-1020, 28, 235
-1008, -11, 312
-1025, -46, 367
-1067, -14, 323
-1052, 66, 267
-1004, 106, 272
-990, 75, 303
-990, 75, 303
-996, 32, 347
-1004, -3, 391
-1011, 0, 362
-1016, 59, 310
-1015, 101, 331
-1015, 101, 389
-1041, 53, 389
-1076, -22, 429
-1099, -53, 422
-1077, -2, 384
-1033, 63, 385
-1009, 69, 426
-1022, 40, 456
-1043, 63, 428
-1039, 111, 391
-1039, 111, 391
-1034, 123, 395
-1061, 98, 418
-1101, 86, 427
-1126, 100, 436
-1159, 67, 449
-1214, 21, 457
-1245, 17, 449
-1253, 37, 437
-1270, 37, 449
-1270, 37, 449
-1290, 20, 450
-1294, 37, 452
-1267, 77, 467
-1238, 97, 483
-1213, 100, 493
-1184, 99, 482
-1151, 109, 455
-1114, 101, 429
-1114, 101, 429
-1084, 75, 385
-1052, 59, 336
-1019, 39, 290
-989, 14, 256
-971, -4, 232
-948, 0, 231
-948, 0, 231
-920, 19, 229
-912, 33, 191
-906, 38, 174
-901, 36, 170
-904, 26, 164
-904, 26, 164
-903, 27, 152
-903, 26, 142
-922, -7, 149
-946, -40, 155
-950, -35, 150
-950, -35, 150
-938, -23, 140
-923, -46, 140
-908, -51, 137
-876, -14, 136
-830, 43, 149
-796, 78, 137
-796, 78, 137
-776, 58, 97
-752, 4, 73
-745, -41, 49
-750, -76, 40
-,-,-
-834, -46, 45
-845, -47, 61
-845, -47, 61
-850, -33, 72
-852, -20, 82
-845, -36, 101
-847, -6, 108
-847, -6, 108
-874, 45, 107
-872, 29, 144
-884, -19, 209
-930, -20, 226
-959, 14, 213
-956, 32, 205
-956, 32, 205
-965, 40, 229
-998, 47, 238
-1010, 83, 256
-987, 112, 295
-985, 98, 338
-985, 98, 338
-1027, 64, 359
-1065, 74, 357
-1050, 105, 371
-1027, 104, 394
-1035, 53, 407
-1058, 48, 409
-1071, 78, 397
-1071, 78, 397
-1076, 99, 392
-1072, 99, 423
-1077, 101, 440
-1083, 136, 424
-1074, 163, 411
-1068, 143, 424
-1076, 99, 447
-1091, 79, 454
-1085, 98, 439
-1085, 98, 439
-1086, 116, 416
-1112, 94, 412
-1157, 83, 410
-1201, 84, 411
-1233, 75, 416
-1251, 70, 427
-1266, 71, 425
-1269, 67, 430
-1269, 67, 430
-1265, 55, 456
-1242, 59, 488
-1212, 76, 481
-1185, 99, 452
-1165, 87, 435
-1149, 60, 421
-1119, 48, 406
-1119, 48, 406
-1088, 53, 379
-1063, 37, 342
-1042, 18, 296
-1017, 23, 249
-989, 49, 220
-976, 60, 222
-976, 60, 222
-963, 56, 212
-949, 67, 191
-,-,-
-805, 47, 58
-791, 19, 63
-791, 19, 63
-814, -24, 72
-867, -26, 64
-912, 11, 66
-929, 37, 99
-929, 37, 99
-941, 28, 133
-966, -1, 164
-996, -1, 183
-1004, 46, 194
-1004, 46, 194
-992, 61, 221
-1014, 14, 282
-1056, -5, 313
-1064, 24, 319
-1043, 58, 319
-1029, 69, 319
-1055, 42, 331
-1055, 42, 331
-1078, 4, 346
-1056, -2, 356
-1015, 37, 346
-996, 85, 333
-999, 84, 352
-999, 51, 381
-999, 51, 381
-985, 25, 391
-983, 43, 361
-982, 95, 333
-990, 102, 353
-1009, 62, 399
-1009, 62, 399
-1046, 35, 419
-1091, 56, 410
-1130, 88, 412
-1162, 92, 441
-1210, 99, 454
-1254, 120, 465
-1282, 124, 494
-1314, 100, 521
-1314, 100, 521
-1330, 99, 524
-1328, 115, 513
-1315, 112, 519
-1295, 105, 528
-1266, 114, 521
-1233, 122, 513
-1207, 117, 495
-1189, 100, 481
-1174, 78, 465
-1140, 80, 428
-1091, 86, 386
-1091, 86, 386
-1058, 82, 342
-1027, 78, 297
-1000, 72, 265
-977, 53, 242
-960, 44, 232
-932, 62, 218
-932, 62, 218
-907, 74, 200
-900, 59, 185
-890, 45, 171
-864, 44, 165
-852, 49, 154
-852, 49, 154
-842, 51, 140
-834, 49, 127
-827, 55, 114
-815, 29, 102
-815, 29, 102
-795, -4, 85
-770, -16, 57
-760, -17, 10
-753, -31, -8
-749, -46, -7
-749, -46, -7
-739, -64, 17
-743, -78, 55
-,-,-
-810, 37, 116
-838, 17, 106
-852, 39, 101
-852, 39, 101
-873, 67, 137
-913, 29, 203
-951, -59, 225
-1005, -83, 227
-1004, -7, 248
-1019, 36, 287
-1019, 36, 287
-1030, 10, 344
-1019, -25, 400
-1006, -27, 411
-1003, 28, 377
-999, 66, 366
-986, 59, 377
-974, 14, 416
-974, 14, 416
-989, -27, 454
-1016, 3, 423
-997, 48, 392
-967, 72, 387
-991, 96, 391
-991, 96, 391
-1042, 119, 373
-1066, 116, 388
-1057, 117, 422
-1049, 103, 450
-1075, 88, 458
-1111, 98, 443
-1116, 115, 433
-1101, 103, 446
-1115, 92, 452
-1115, 92, 452
-1147, 130, 435
-1166, 147, 442
-1208, 113, 465
-1258, 86, 471
-1273, 113, 470
-1278, 122, 478
-1292, 88, 512
-1298, 59, 539
-1283, 84, 544
-1283, 84, 544
-1246, 117, 545
-1210, 136, 541
-1177, 146, 520
-1159, 141, 497
-1134, 110, 477
-1115, 71, 442
-1085, 67, 384
-1045, 77, 324
-1020, 89, 269
-990, 80, 240
-990, 80, 240
-959, 68, 230
-931, 81, 205
-898, 102, 163
-872, 84, 134
-861, 56, 99
-861, 56, 99
-856, 43, 56
-854, 39, 29
-843, 16, 38
-843, 16, 38
-833, -8, 45
-823, -1, 24
-797, 17, 21
-797, 17, 21
-767, 3, 43
-,-,-
-864, -120, 3
-878, -65, 100
-896, -91, 174
-913, -124, 209
-913, -124, 209
-921, -112, 199
-925, -83, 204
-929, -84, 250
-944, -103, 265
-963, -82, 232
-971, -45, 221
-982, -64, 252
-985, -103, 294
-995, -76, 283
-995, -76, 283
-1000, -18, 242
-1006, 11, 229
-1010, -17, 263
-1017, -45, 298
-1025, -27, 295
-1030, 3, 281
-1032, -4, 284
-1025, -35, 294
-1005, -58, 296
-1002, -11, 275
-1002, -11, 275
-994, 56, 256
-979, 79, 270
-974, 53, 289
-980, 29, 289
-1007, 60, 264
-1011, 118, 246
-1011, 118, 246
-1013, 112, 285
-1052, 52, 331
-1097, 0, 360
-1131, 0, 370
-1131, 28, 376
-1120, 32, 391
-1163, 3, 388
-1163, 3, 388
-1234, 10, 353
-1272, 24, 343
-1302, 20, 355
-1344, 8, 358
-1375, 25, 351
-1377, 53, 349
-1377, 53, 349
-1351, 52, 367
-1325, 37, 386
-1290, 41, 394
-1245, 57, 380
-1190, 62, 350
-1143, 55, 316
-1105, 47, 280
-1065, 44, 242
-1065, 44, 242
-1030, 46, 230
-992, 25, 234
-971, 10, 210
-954, 25, 178
-935, 38, 173
-935, 38, 173
-931, 42, 182
-927, 35, 168
-918, 39, 138
-908, 28, 125
-914, -7, 118
-914, -7, 118
-919, -23, 107
-906, -17, 92
-896, -33, 97
-904, -43, 103
-912, -29, 102
-912, -29, 102
-902, -9, 99
-887, -9, 104
-856, -24, 113
-822, -26, 105
-787, -11, 84
-740, -31, 76
-740, -31, 76
-,-,-
-826, 44, 36
-843, 11, 103
-868, -5, 181
-929, 7, 197
-929, 7, 197
-969, 23, 201
-974, 31, 220
-982, 44, 234
-1011, 85, 224
-1011, 85, 224
-1024, 107, 220
-1019, 89, 245
-1014, 46, 287
-1055, 11, 312
-1105, 20, 315
-1077, 53, 316
-1032, 73, 336
-1008, 78, 348
-1008, 78, 348
-1017, 96, 335
-1037, 134, 306
-1038, 155, 285
-1054, 115, 313
-1071, 59, 350
-1094, 29, 355
-1111, 31, 356
-1089, 63, 357
-1089, 63, 357
-1043, 102, 370
-1031, 120, 387
-1059, 144, 365
-1092, 164, 336
-1121, 176, 342
-1172, 189, 368
-1247, 222, 400
-1324, 213, 431
-1372, 163, 433
-1385, 96, 414
-1368, 74, 382
-1368, 74, 382
-1324, 80, 371
-1281, 97, 372
-1270, 134, 377
-1265, 148, 408
-1248, 137, 436
-1235, 111, 449
-1217, 95, 414
-1186, 92, 359
-1144, 72, 327
-1144, 72, 327
-1114, 49, 306
-1078, 37, 283
-1019, 40, 275
-980, 40, 242
-963, 40, 199
-942, 34, 175
-942, 34, 175
-922, 26, 176
-892, 45, 165
-874, 55, 138
-861, 34, 111
-843, 13, 85
-843, 13, 85
-827, 15, 49
-811, 23, 27
-798, -14, 36
-798, -14, 36
-792, -47, 47
-,-,-
-854, -18, 6
-863, -28, 24
-891, -49, 48
-905, -66, 87
-920, -27, 103
-909, 25, 110
-909, 25, 110
-903, 42, 153
-927, 11, 207
-956, -5, 231
-958, 34, 222
-958, 34, 222
-939, 77, 202
-921, 67, 221
-926, 7, 272
-952, -15, 279
-963, 3, 267
-963, 3, 267
-922, 42, 254
-892, 63, 259
-895, 74, 263
-930, 101, 282
-930, 101, 282
-936, 146, 307
-931, 176, 333
-948, 176, 347
-995, 164, 371
-1055, 140, 402
-1100, 127, 410
-1138, 111, 413
-1162, 96, 431
-1164, 94, 451
-1164, 94, 451
-1170, 119, 439
-1172, 153, 429
-1170, 145, 436
-1168, 123, 454
-1151, 123, 459
-1142, 154, 449
-1143, 163, 425
-1170, 133, 423
-1204, 108, 436
-1220, 101, 446
-1226, 110, 447
-1221, 125, 452
-1221, 125, 452
-1216, 131, 443
-1205, 144, 429
-1183, 158, 443
-1159, 157, 452
-1147, 145, 456
-1136, 138, 443
-1121, 129, 411
-1111, 96, 378
-1098, 65, 365
-1079, 63, 358
-1053, 72, 333
-1053, 72, 333
-1034, 68, 300
-1029, 61, 270
-1011, 67, 243
-979, 67, 227
-958, 65, 236
-948, 62, 247
-948, 62, 247
-944, 54, 231
-928, 51, 229
-917, 49, 238
-922, 41, 241
-932, 32, 242
-932, 32, 242
-925, 41, 248
-903, 54, 256
-867, 56, 261
-825, 56, 248
-825, 56, 248
-772, 63, 218
-712, 62, 179
-674, 59, 120
-,-,-
-920, 36, 244
-920, 36, 244
-964, 79, 188
-963, 92, 137
-967, 63, 135
-983, 22, 170
-983, 22, 170
-989, 23, 243
-991, 43, 270
-992, 58, 256
-996, 48, 259
-998, 51, 292
-998, 51, 292
-997, 98, 321
-1005, 149, 312
-1017, 146, 331
-1062, 104, 373
-1115, 60, 430
-1157, 58, 446
-1145, 76, 431
-1145, 76, 431
-1113, 88, 443
-1118, 61, 470
-1146, 39, 468
-1141, 53, 471
-1098, 124, 445
-1047, 207, 412
-1042, 224, 391
-1067, 191, 382
-1110, 164, 370
-1149, 152, 360
-1149, 152, 360
-1198, 121, 362
-1256, 84, 364
-1309, 52, 383
-1340, 49, 411
-1326, 74, 434
-1303, 84, 465
-1286, 94, 477
-1275, 113, 477
-1275, 113, 477
-1248, 123, 463
-1208, 128, 431
-1172, 120, 395
-1146, 98, 362
-1116, 78, 336
-1074, 66, 322
-1037, 76, 312
-1013, 96, 275
-980, 108, 240
-980, 108, 240
-957, 79, 221
-944, 63, 205
-921, 72, 178
-885, 86, 149
-869, 83, 133
-869, 83, 133
-855, 83, 113
-824, 73, 107
-792, 64, 102
-757, 52, 83
-730, 31, 61
-730, 31, 61
-709, 0, 43
-695, -18, 58
-709, -24, 50
-709, -24, 50
-,-,-
-910, 76, 226
-910, 76, 226
-907, 53, 247
-966, 4, 230
-1005, -2, 232
-993, 94, 286
-982, 130, 330
-982, 130, 330
-1014, 88, 357
-1077, 53, 349
-1110, 49, 348
-1087, 52, 364
-1067, 85, 387
-1077, 95, 385
-1110, 87, 368
-1110, 87, 368
